ApplicantID,Name,Age,Category,Parent_Income,Tier,City,Qualification,Experience,Sector,Skills,ResumeText
62419277,Yash Singhal,24,General,1198324,Tier-1,Hyderabad,10th,0,Education,"research, nlp, teaching, content","Reiciendis eligendi iusto nostrum amet rerum et mollitia. Animi iusto consectetur omnis neque. Sed incidunt fuga voluptatum. Skills: research, nlp, teaching, content Projects: Placeat quisquam eum."
e5a8b58d,Falak Swaminathan,22,General,1288934,Tier-1,Kolkata,Post-Graduation,1,Education,"research, teaching, content","Laboriosam temporibus magni a eligendi. Esse fugit magni magnam quos ipsam exercitationem. Delectus fuga consequuntur modi asperiores. Skills: research, teaching, content Projects: Tempore blanditiis eveniet ducimus aspernatur reiciendis."
ac2818cb,Agastya Pathak,21,OBC,290356,Tier-3,Ranchi,Post-Graduation,1,Banking & Finance,"analysis, sql, risk, accounting","Voluptatem numquam porro soluta odio. Maiores facere at enim. Skills: analysis, sql, risk, accounting Projects: Ad quae repudiandae laudantium."
fa3fbc7b,Kashvi Bir,18,OBC,134318,Tier-3,Varanasi,12th,0,Manufacturing,"automation, quality","Neque totam distinctio rem culpa illum. Corporis quo natus tempora nesciunt ipsum magni saepe. Aliquam vel perferendis debitis dignissimos. Skills: automation, quality Projects: Fugiat amet impedit."
705e3f47,Manthan Mitra,18,General,1417034,Tier-1,Mumbai,10th,0,Education,"teaching, research, nlp","Labore non error assumenda officia. Voluptates architecto dolore inventore neque sit inventore. Skills: teaching, research, nlp Projects: Voluptas expedita possimus assumenda esse."
b1676133,Kashish Salvi,23,ST,1408877,Tier-1,Chennai,Diploma,0,Defence,"radar, navigation","Fuga quidem nesciunt voluptatibus. Fugit doloremque officiis voluptatem modi. Mollitia laboriosam illum dolorem voluptate quis consectetur ab. Skills: radar, navigation Projects: Repellat distinctio repellat porro."
3d43de1d,Libni Agrawal,21,SC,483652,Tier-3,Agra,Diploma,1,Education,"research, content, teaching, nlp","Ad quas omnis libero ea ad. Doloribus rerum totam ut inventore. Skills: research, content, teaching, nlp Projects: Iusto repellat officiis harum qui."
bbd3361d,Pooja Jain,20,General,56411,Tier-2,Bhubaneswar,Graduation,1,Healthcare,"bio, nursing, public health","Adipisci dignissimos voluptatum deserunt animi mollitia minima. Dicta sunt aliquam itaque. Non voluptatibus molestiae eos. Skills: bio, nursing, public health Projects: Amet porro facere minima ullam consequuntur a."
e052c6a8,Raghav Raval,20,General,345064,Tier-3,Ranchi,Diploma,0,IT & Software,"ml, aws, python, sql","Vel placeat magnam officiis sunt molestias nemo. Accusamus quod tempore. Perspiciatis minima soluta cum nihil est sint. Skills: ml, aws, python, sql Projects: Cupiditate perferendis fugiat magnam ad molestias."
98c6c1a7,Naksh Mangal,21,OBC,685847,Tier-2,Nagpur,Graduation,0,IT & Software,"docker, react","Non itaque non ab commodi nam minus eaque. Nulla totam exercitationem. Skills: docker, react Projects: Ducimus minus itaque nemo velit."
e5bac1f4,Reyansh Kumer,21,OBC,968823,Tier-2,Bhubaneswar,10th,0,Agriculture,"soil, foodtech, agri","Molestiae ullam itaque quasi consequatur animi. Dolor pariatur magnam adipisci. Quibusdam impedit animi ullam non neque. Skills: soil, foodtech, agri Projects: Dolore ad libero nam sapiente."
2c484912,Wridesh Sarna,22,SC,1144772,Tier-1,Kolkata,10th,0,Education,"content, teaching, nlp, research","In soluta minima libero. Voluptatibus aspernatur ratione eum molestiae. Skills: content, teaching, nlp, research Projects: Doloremque quasi dicta aspernatur."
f8702c7b,Vanya Nigam,22,SC,274645,Tier-3,Ranchi,Diploma,0,Agriculture,"agri, sustainability","Earum nisi eius quam. Deserunt beatae voluptate culpa dolorem. Explicabo sint labore. Skills: agri, sustainability Projects: Consequatur minus repudiandae ullam ipsam earum."
e599e2e0,Ishwar Natarajan,23,General,736558,Tier-3,Ranchi,Graduation,2,Manufacturing,"automation, cad","Eos voluptas consequuntur nobis praesentium maiores et. Exercitationem commodi temporibus optio error ea. Ratione illo cupiditate debitis non voluptatibus cum. Skills: automation, cad Projects: Iusto earum inventore ad et quo."
29e45de6,Viraj Ray,24,OBC,620302,Tier-1,Delhi,12th,2,Healthcare,"clinical, bio, public health, nursing","Dolor dolores consequatur dicta modi quibusdam minima. Culpa officia ducimus officiis. Delectus impedit inventore assumenda dolorem illo. Skills: clinical, bio, public health, nursing Projects: Eaque mollitia nam est laudantium unde provident."
2932cfea,Madhav Srivastava,25,OBC,146056,Tier-1,Chennai,Diploma,0,Defence,"radar, aerospace, embedded","Facilis officia adipisci quas corrupti incidunt similique sequi. Nesciunt inventore eligendi. Skills: radar, aerospace, embedded Projects: Necessitatibus similique ab."
64690bf9,Ekantika More,21,General,266410,Tier-2,Jaipur,12th,2,Defence,"aerospace, navigation, embedded","Vel dolorum amet labore maxime. Sequi consectetur quasi laudantium error. Rem a officia debitis. Skills: aerospace, navigation, embedded Projects: Excepturi perferendis necessitatibus ut."
d31466df,Daksh Tata,21,General,975433,Tier-1,Chennai,12th,0,IT & Software,"flask, java, python, react, dl","Autem voluptatibus fuga quo. Necessitatibus autem quibusdam animi minus pariatur. Skills: flask, java, python, react, dl Projects: Sint repellendus at pariatur."
259635b2,Bahadurjit Bains,25,SC,302240,Tier-1,Bangalore,Post-Graduation,0,Banking & Finance,"sql, risk","Debitis voluptatem voluptatibus tenetur ducimus. Rerum officia quis impedit consequuntur. Perferendis totam aperiam eum deserunt libero. Skills: sql, risk Projects: Perferendis ea aspernatur illum culpa fugiat nemo."
d6a70990,Hemal Parmer,18,General,1304775,Tier-2,Jaipur,12th,2,Banking & Finance,"accounting, finance","Laudantium et ut deleniti ea architecto exercitationem. Cum ratione minus quos totam quis. Rem aut unde. Quas accusantium omnis occaecati voluptatum. Skills: accounting, finance Projects: Vero itaque eius officia enim dolorem quaerat corporis."
add9d782,Priya Tara,26,OBC,743620,Tier-3,Varanasi,10th,0,Agriculture,"agri, soil, foodtech, sustainability","Eos sequi iusto. Consectetur odio quisquam quaerat totam laboriosam ratione. Skills: agri, soil, foodtech, sustainability Projects: Distinctio quo aut recusandae illum occaecati recusandae."
083db4f0,Bishakha Manne,18,OBC,106412,Tier-1,Chennai,Post-Graduation,0,Agriculture,"sustainability, soil, foodtech, agri","Magni neque dolorum fugit ea commodi magnam incidunt. Expedita non voluptas amet ullam quisquam eligendi. Skills: sustainability, soil, foodtech, agri Projects: Asperiores exercitationem facilis natus necessitatibus facere sed minus."
adb53c7b,Kritika Palla,21,General,426211,Tier-1,Mumbai,12th,0,Healthcare,"nursing, clinical","Voluptatibus dolore dignissimos eaque. Quaerat iusto ad quo. Skills: nursing, clinical Projects: Sequi dolor velit dolores eveniet officiis."
7326175e,Eshana Bail,23,OBC,116041,Tier-1,Hyderabad,12th,0,Consulting,"analysis, excel, strategy","Voluptatum quas commodi minima asperiores. Recusandae delectus est corrupti. Aspernatur ducimus quisquam voluptate magnam dolor iure. Skills: analysis, excel, strategy Projects: Amet animi sequi ipsam numquam veniam quam."
21513795,Teerth Goyal,20,General,1043483,Tier-3,Ranchi,10th,1,Agriculture,"agri, foodtech","Debitis ducimus omnis quis voluptates consectetur. Iste a quisquam non amet qui. Laboriosam numquam ratione. Skills: agri, foodtech Projects: Ipsam unde libero optio cum."
9ecd11ac,Robert Ramachandran,24,General,494145,Tier-3,Ranchi,12th,0,Manufacturing,"cad, automation","Repellat error eius autem. Molestias dolore magni facere voluptate tempora corrupti cumque. Quia accusantium in ullam. Skills: cad, automation Projects: Et quam et laboriosam."
cd0b80f0,Hardik Patel,21,ST,1296273,Tier-3,Varanasi,Post-Graduation,2,Healthcare,"clinical, public health, nursing","Deserunt dignissimos voluptate ipsum velit. Architecto pariatur odit repellendus eveniet. Sunt nulla in atque iure facere. Skills: clinical, public health, nursing Projects: Consequuntur rem reiciendis."
7fab9956,Darika Parikh,21,General,1321464,Tier-1,Kolkata,10th,0,Education,"research, content, nlp","Animi a blanditiis commodi eveniet maiores officiis. Deserunt nostrum a tempore suscipit rerum. Voluptates dignissimos quas iusto nemo repudiandae. Skills: research, content, nlp Projects: Quae unde libero perferendis."
2ff34f0c,Megha Varma,26,ST,315874,Tier-3,Ranchi,12th,0,Education,"teaching, research","Et at quia expedita pariatur quis dignissimos. Consequatur omnis ipsam ipsum deserunt atque similique. Dolorum non repellat reiciendis nisi. Fugiat earum voluptas nemo voluptas quis fugit. Skills: teaching, research Projects: Pariatur mollitia ab nemo ut."
7e3fdc23,Falan Pant,21,SC,1180418,Tier-3,Ranchi,12th,0,Banking & Finance,"analysis, sql, excel, accounting, finance","Pariatur impedit ex officia animi. Tempore culpa at tenetur. Vel at minus. Skills: analysis, sql, excel, accounting, finance Projects: Consectetur accusantium explicabo autem eius quia impedit."
9e868d36,Neha Sharaf,22,General,1177358,Tier-1,Kolkata,Diploma,0,Banking & Finance,"finance, sql","Voluptas quam amet. Doloremque voluptatum quisquam a delectus. Exercitationem fugiat esse fuga sapiente sapiente. Skills: finance, sql Projects: Facilis itaque deserunt consequuntur officia laboriosam."
0f043e7d,Aarnav Sant,25,General,1136230,Tier-1,Delhi,Post-Graduation,0,Manufacturing,"safety, automation, cad, robotics, quality","Nostrum recusandae reiciendis corrupti doloribus nostrum. Tempora incidunt praesentium blanditiis praesentium. Sint saepe saepe. Skills: safety, automation, cad, robotics, quality Projects: Dolore saepe iure saepe ratione eum."
4bdccbe6,Aadi Swaminathan,18,General,74179,Tier-3,Kota,10th,0,Banking & Finance,"excel, finance, sql, accounting, risk","Odio rerum corrupti dicta. Rem fugiat expedita animi beatae sapiente inventore. Id amet inventore sit. Skills: excel, finance, sql, accounting, risk Projects: Ex animi blanditiis itaque."
dad88a95,Saanvi Sankar,26,OBC,1058268,Tier-3,Raipur,Graduation,0,Manufacturing,"cad, automation","Nisi voluptatem impedit adipisci. Harum aliquid itaque nulla repudiandae sint corrupti sint. Skills: cad, automation Projects: Dolor maiores quibusdam molestiae est iusto sed."
8136f4dc,Aahana Kalita,26,OBC,706081,Tier-3,Raipur,10th,1,IT & Software,"sql, react","Numquam voluptates qui modi inventore debitis. Ullam deleniti possimus accusamus quod. Necessitatibus ipsam tempore. Skills: sql, react Projects: Laborum ex voluptates accusamus repellat."
cd46d283,Leena Sethi,25,General,1451198,Tier-2,Jaipur,Post-Graduation,2,Agriculture,"soil, sustainability","Aperiam eveniet ipsum quasi. Eius modi temporibus delectus. Skills: soil, sustainability Projects: Quibusdam illo vel odit rerum."
a405bccd,Shivani Buch,26,General,845754,Tier-1,Mumbai,10th,1,Banking & Finance,"sql, analysis, accounting, excel","Animi eius odit optio quos optio. Temporibus illum doloremque voluptatem assumenda dolore. Aperiam autem quas quae fugit neque ad eius. Skills: sql, analysis, accounting, excel Projects: Nisi esse quasi eligendi ea quo."
109df389,Guneet Kapoor,23,General,565087,Tier-1,Kolkata,Diploma,1,IT & Software,"python, dl","Tenetur libero natus at sint. Voluptate numquam placeat inventore sapiente nisi accusantium magnam. Vero amet in ullam asperiores vero. Est aspernatur tempore incidunt quam. Skills: python, dl Projects: Aut quis placeat saepe."
00805c67,Upasna Bedi,22,OBC,544512,Tier-3,Varanasi,12th,1,Agriculture,"foodtech, sustainability, agri","Exercitationem maxime voluptatem. Corrupti voluptatum accusamus numquam laboriosam quae nihil. Praesentium debitis voluptatum alias animi assumenda. Skills: foodtech, sustainability, agri Projects: Quia maxime impedit ipsum."
6f698457,Max Mukherjee,25,General,137814,Tier-2,Lucknow,10th,2,Defence,"navigation, aerospace, radar","Odio iusto eaque vero nostrum. Vitae expedita magni distinctio voluptatum asperiores nemo assumenda. Similique repellat doloremque ea. Rerum voluptatem ipsam quibusdam possimus labore minus neque. Skills: navigation, aerospace, radar Projects: In cupiditate nulla quia."
32d157a8,Aahana Yohannan,20,General,1359457,Tier-1,Chennai,12th,2,Healthcare,"bio, clinical, public health, nursing","Dolores odio blanditiis et. Labore nobis quod perferendis fuga voluptate. Skills: bio, clinical, public health, nursing Projects: Numquam quis facere fuga voluptate."
346c9f49,Janaki Atwal,22,OBC,1215583,Tier-1,Delhi,10th,2,Agriculture,"sustainability, foodtech, agri","Non doloribus iure tempore repellendus. Placeat quaerat corporis doloremque. Atque dignissimos expedita quia. Skills: sustainability, foodtech, agri Projects: Suscipit eveniet ipsa mollitia laudantium suscipit fugiat."
424fb149,Eshana Virk,19,General,842907,Tier-3,Varanasi,Post-Graduation,0,Agriculture,"foodtech, soil, agri, sustainability","Quos cupiditate tempora aliquam similique. Skills: foodtech, soil, agri, sustainability Projects: Culpa fugiat facilis expedita ipsam debitis deleniti."
05f6dc84,Nakul Patel,20,OBC,889034,Tier-1,Hyderabad,Diploma,2,Healthcare,"public health, clinical","Quam fugit minima facilis molestiae repudiandae consequatur. Quidem vel optio voluptas. Fuga accusantium assumenda dicta consequatur velit quibusdam. Skills: public health, clinical Projects: Saepe quisquam repudiandae soluta vel."
56644d02,Yashodhara Sama,26,General,930383,Tier-2,Patna,Diploma,0,Agriculture,"agri, foodtech","At voluptates voluptates nesciunt labore minima similique. Dolorum delectus vel mollitia voluptatum reiciendis. Skills: agri, foodtech Projects: Omnis quod voluptates sit."
54811ad4,Januja Hayer,20,General,868275,Tier-2,Patna,Graduation,0,Banking & Finance,"risk, accounting","Earum enim beatae numquam unde culpa. Corrupti molestiae soluta dignissimos. Quo rerum perspiciatis reiciendis consectetur. Skills: risk, accounting Projects: Porro harum distinctio animi asperiores perspiciatis velit."
6eb9d015,Adya Oak,26,OBC,1467152,Tier-2,Lucknow,Diploma,0,Defence,"embedded, aerospace","Veritatis omnis minus. Quam nulla architecto corporis neque voluptatum fugiat. Skills: embedded, aerospace Projects: Possimus laborum fuga libero reiciendis."
6be807a8,Advik Parsa,22,SC,841194,Tier-1,Hyderabad,Graduation,0,Agriculture,"agri, soil","Ex veritatis quidem totam et alias neque nostrum. Consequuntur eum molestias molestias. Perferendis reprehenderit perspiciatis velit suscipit quis maxime fugit. Skills: agri, soil Projects: Minima at tempore."
9888ec01,Samarth Ratta,20,SC,1216205,Tier-1,Hyderabad,Post-Graduation,2,IT & Software,"react, ml","Quod impedit adipisci officiis voluptatem. Skills: react, ml Projects: Enim quos earum rem laborum quod saepe."
ca4fff19,Warhi Saha,22,General,128729,Tier-2,Jaipur,10th,0,Agriculture,"agri, sustainability, soil","Quos dolore velit quaerat asperiores ullam amet. Doloremque tempora praesentium aliquid nihil. Skills: agri, sustainability, soil Projects: Necessitatibus laborum vero fugiat quaerat ea blanditiis."
f5f49802,Dominic Vora,21,SC,710757,Tier-1,Bangalore,Graduation,0,Healthcare,"clinical, bio","Iure nisi quae possimus dolorem. Cum harum nulla ipsam. Ab animi placeat autem asperiores minus. Skills: clinical, bio Projects: Ratione accusantium debitis doloribus consequuntur sequi minima."
14509f6c,Ojas Bajwa,19,OBC,1321831,Tier-1,Delhi,12th,0,Banking & Finance,"sql, risk, accounting, finance, analysis","Ad ea fugit consectetur iste. At suscipit aut nemo dolore vel. Voluptate repudiandae itaque. Skills: sql, risk, accounting, finance, analysis Projects: Quidem aperiam id odio."
a6fff014,Falan Kale,24,SC,727422,Tier-2,Jaipur,10th,0,Healthcare,"bio, clinical","Debitis sed officiis. Suscipit at nisi a sint quidem harum. Aspernatur provident repellendus alias iure consequuntur. Skills: bio, clinical Projects: Culpa odio eligendi aliquid quae veritatis ab."
34670a64,Veer Khosla,18,SC,1208780,Tier-1,Kolkata,10th,2,Banking & Finance,"finance, risk, accounting, excel, analysis","Ad veritatis quae in eveniet architecto. Sapiente nemo fugiat blanditiis doloribus. Skills: finance, risk, accounting, excel, analysis Projects: Pariatur repellat veniam aut dolore commodi."
33f8c1c7,Mason Memon,26,ST,1202889,Tier-1,Delhi,Post-Graduation,0,Healthcare,"nursing, public health, clinical, bio","Est odit dicta necessitatibus perspiciatis impedit dolores. Skills: nursing, public health, clinical, bio Projects: Amet recusandae dolorem voluptatem veritatis facere eius."
968a0bef,Yamini Bahl,19,ST,603411,Tier-3,Ranchi,Post-Graduation,0,Healthcare,"bio, clinical, public health","Recusandae error hic. Skills: bio, clinical, public health Projects: Laborum aliquam quae inventore dolores commodi."
f7100708,Umang Kumer,22,OBC,330863,Tier-1,Kolkata,10th,0,Education,"content, nlp, research, teaching","Magni perferendis quaerat enim similique enim. Animi magnam quis totam. Consequuntur cumque atque. Skills: content, nlp, research, teaching Projects: Autem minima ut ab quia sapiente."
c400c924,Bachittar Shan,25,General,535175,Tier-3,Raipur,Post-Graduation,1,Banking & Finance,"accounting, sql, finance, analysis","Ullam quia unde harum. Labore explicabo accusantium illo suscipit officia optio. Occaecati eligendi deserunt nobis inventore incidunt sunt. Skills: accounting, sql, finance, analysis Projects: Rerum odit quos cum consequuntur a sapiente."
7c75c14a,Ayushman Karan,26,General,502115,Tier-3,Varanasi,Post-Graduation,2,IT & Software,"ml, sql, aws, react, java","Dolorem laborum quibusdam at eos consequuntur. Beatae tenetur vel vel excepturi aperiam eos. Fuga accusamus nam amet corporis nulla accusantium incidunt. Skills: ml, sql, aws, react, java Projects: Expedita iusto voluptate incidunt totam consequatur ipsum consequuntur."
a11274c3,Baljiwan Bakshi,22,General,243409,Tier-2,Patna,10th,0,Healthcare,"clinical, public health, nursing","Velit ea animi maxime eaque inventore error. Corrupti dicta ab. Beatae animi incidunt cumque facilis. Skills: clinical, public health, nursing Projects: Eum totam optio aspernatur ducimus at."
2fcc3101,Hiral Mistry,24,ST,1082586,Tier-3,Gaya,Graduation,1,Education,"teaching, content, nlp","Fuga perspiciatis atque dolorum voluptate nostrum expedita. Eaque cum beatae deleniti dignissimos quidem nostrum. Skills: teaching, content, nlp Projects: Nulla temporibus ad totam quis veritatis."
6c5c6497,Radha Chopra,21,SC,944468,Tier-3,Raipur,10th,0,IT & Software,"java, sql","Quos velit eligendi eius. Saepe voluptatum fugiat iure repellendus fugit. Skills: java, sql Projects: Tempore nam ullam animi perspiciatis officiis."
4e42893a,Mohammed Parekh,25,General,107188,Tier-3,Varanasi,12th,1,IT & Software,"aws, flask, dl, python","Sunt neque cupiditate. Blanditiis corporis exercitationem ex rerum dolorum. Perspiciatis corrupti placeat consequuntur doloribus vel perferendis. Skills: aws, flask, dl, python Projects: Quis excepturi natus modi vitae similique natus."
c7696a46,Quincy Wagle,26,OBC,796156,Tier-1,Mumbai,Graduation,0,Healthcare,"clinical, public health","Quo sunt sed excepturi accusamus inventore dolor accusamus. Dolore amet natus minima accusantium qui odio. Skills: clinical, public health Projects: Recusandae nihil possimus sit neque officia quasi."
7d56e529,Tara Banerjee,22,General,1352706,Tier-3,Gaya,Post-Graduation,0,Education,"nlp, content, teaching","Voluptatem eos tenetur esse vel eius. Nihil voluptates blanditiis est magni reiciendis. Dignissimos officia doloribus quo unde et reiciendis. Libero non nobis iure cum fugiat. Skills: nlp, content, teaching Projects: Dolorem quaerat dolor vitae veniam laudantium."
dc99ddae,Banjeet Narain,22,General,988328,Tier-1,Mumbai,Diploma,0,IT & Software,"flask, python, aws, dl","Quisquam placeat voluptate unde eaque placeat. Deleniti tempora id officiis dolorem. Quod ipsam repellat molestias odit quibusdam alias. Skills: flask, python, aws, dl Projects: Repellat occaecati nesciunt iusto ab perspiciatis."
6d81adbb,Riya Krishna,23,General,310334,Tier-2,Lucknow,10th,0,Manufacturing,"automation, robotics, safety","Dolorum aliquid dolor asperiores voluptatum deserunt asperiores. Similique laboriosam blanditiis ipsa natus impedit. Skills: automation, robotics, safety Projects: Autem voluptatum itaque unde."
3479178b,Triya Yohannan,22,OBC,431216,Tier-3,Gaya,Graduation,0,IT & Software,"java, dl, sql, docker","Quasi est eligendi vitae ut. Sit iste vel deserunt officiis quod. Modi nihil illo doloremque odio accusantium molestias. Skills: java, dl, sql, docker Projects: Suscipit eaque molestias aliquid error pariatur labore."
1aa2f66f,Kashvi Sant,20,OBC,238019,Tier-2,Nagpur,Diploma,2,Manufacturing,"quality, safety, robotics, automation, cad","Minus aliquid perspiciatis velit tempore magni nulla. Skills: quality, safety, robotics, automation, cad Projects: Eligendi veniam rem delectus."
6ea6a539,Unni Jha,22,OBC,667417,Tier-3,Ranchi,Post-Graduation,0,Defence,"radar, aerospace, embedded, navigation","Alias vel molestias dolor repellat rerum. Ea deserunt atque assumenda. Skills: radar, aerospace, embedded, navigation Projects: Tenetur quis nihil dicta quia ab excepturi."
c6b7169f,Aradhana Choudhury,24,OBC,667467,Tier-1,Mumbai,Graduation,0,Healthcare,"public health, nursing","Enim impedit neque quas deserunt porro. Nam atque soluta unde labore consectetur. Skills: public health, nursing Projects: Odio repellat quos aut."
e5e81df4,Qasim Patla,25,OBC,375060,Tier-2,Nagpur,10th,1,IT & Software,"flask, docker","Dolorum ut at id aperiam amet dolores. Est totam labore maxime illo culpa laudantium. Voluptatibus iusto impedit porro dolorum magni a possimus. Skills: flask, docker Projects: Nesciunt impedit modi cupiditate magni."
a23a624e,Falguni Kapoor,21,General,528382,Tier-3,Ranchi,Post-Graduation,2,IT & Software,"ml, dl, docker","Tempora vitae recusandae ratione officia maxime earum. Expedita nisi doloribus quo nihil quas doloribus. Skills: ml, dl, docker Projects: Aliquam cumque error maiores."
15e323d4,Rachana Dutta,19,ST,56442,Tier-3,Varanasi,Graduation,0,Defence,"radar, navigation, aerospace, embedded","Repellendus harum mollitia. Perspiciatis eius laudantium voluptatum. Skills: radar, navigation, aerospace, embedded Projects: Provident aspernatur corrupti suscipit a."
fdec4b0a,Baljiwan Jaggi,26,General,960469,Tier-2,Lucknow,10th,0,Education,"content, nlp, research, teaching","Eligendi ipsum magnam illo. Repellendus molestias voluptate incidunt architecto. Rem consectetur iste voluptas ad. Skills: content, nlp, research, teaching Projects: Voluptate deleniti soluta placeat odit provident."
dc1ca9b1,Pooja Parsa,21,SC,943289,Tier-2,Bhubaneswar,12th,0,Education,"teaching, nlp, research, content","Asperiores impedit molestias officia vero. Illo provident perferendis labore rerum fuga. Temporibus magni explicabo exercitationem. Skills: teaching, nlp, research, content Projects: Laboriosam libero minima natus porro eius excepturi."
8925259f,Ria Manne,20,General,610038,Tier-3,Kota,Post-Graduation,1,Defence,"navigation, aerospace","Soluta temporibus deleniti nulla voluptatibus alias consectetur. Eveniet delectus rerum harum odit. Skills: navigation, aerospace Projects: Blanditiis laboriosam maxime nulla."
8e2e1f4c,Mitali Chopra,26,General,519205,Tier-3,Kota,10th,0,Agriculture,"agri, foodtech, sustainability, soil","Ipsa illum quisquam nihil a. Skills: agri, foodtech, sustainability, soil Projects: Voluptatibus quas adipisci distinctio ducimus numquam ipsa."
f0149c6e,Yauvani Prashad,19,OBC,1106753,Tier-2,Lucknow,10th,0,Education,"teaching, content","Similique accusamus impedit sequi nostrum nisi. Sint sed quia. Numquam dignissimos aspernatur consectetur esse. Skills: teaching, content Projects: Perspiciatis recusandae nihil delectus."
e3296dde,Kashvi Sen,19,General,167411,Tier-1,Delhi,Diploma,2,Defence,"embedded, navigation","Eum error fugiat odio nam voluptate. Pariatur quidem quos hic sit excepturi et. Minima numquam vero eligendi amet. Skills: embedded, navigation Projects: Ab adipisci inventore fugit blanditiis soluta."
111c55db,Rishi Buch,25,OBC,421592,Tier-3,Kota,12th,2,Banking & Finance,"risk, analysis","Illo rem cum eos fugiat nobis. At assumenda distinctio quis tempore repellendus sint voluptate. Itaque sed facere hic accusantium nam. Skills: risk, analysis Projects: Quod debitis accusantium deserunt sit."
a1309026,Radhika Ratta,22,General,1088653,Tier-1,Hyderabad,Graduation,1,Manufacturing,"automation, robotics, quality, cad","Molestias quos vel. Maiores quidem maxime alias. Enim accusantium in dolore. Skills: automation, robotics, quality, cad Projects: Minima ea autem reiciendis hic."
3dbaef2b,Daksh Gala,23,General,322690,Tier-3,Ranchi,12th,2,IT & Software,"aws, flask, react","Dignissimos ad officia eos dolor vel placeat assumenda. Earum sed eum rerum non. Skills: aws, flask, react Projects: Adipisci aliquam delectus id quos sequi nam consectetur."
a400a7e8,Oni Pall,26,OBC,602695,Tier-3,Ranchi,Graduation,0,Banking & Finance,"risk, accounting, excel, finance, sql","Voluptate ipsam asperiores perspiciatis autem ratione eligendi. Id iste veritatis voluptatum non. Omnis officia quia quaerat consequatur sit fugit dolor. Skills: risk, accounting, excel, finance, sql Projects: Nihil iusto eveniet iste."
21d69b86,Damini Natt,23,General,536776,Tier-1,Mumbai,12th,0,Agriculture,"soil, foodtech","Ullam modi numquam. Temporibus dignissimos unde minus fugiat. Skills: soil, foodtech Projects: Ipsum necessitatibus veritatis doloremque harum laborum quisquam maxime."
fd7b9ccf,Abhiram Venkataraman,19,General,72316,Tier-1,Bangalore,12th,0,Manufacturing,"cad, safety, robotics, quality, automation","Incidunt natus aspernatur veritatis commodi possimus eum. Quia tempore eligendi. Porro ratione ea. Skills: cad, safety, robotics, quality, automation Projects: Delectus amet consequuntur error exercitationem."
69768677,Darsh Natt,20,General,549065,Tier-1,Chennai,Diploma,2,Manufacturing,"automation, safety","Repudiandae cum labore temporibus itaque voluptatem sit. Nostrum ut fugit ab ipsum. Skills: automation, safety Projects: Voluptatem velit adipisci et."
9bfbd264,Anirudh Pradhan,22,General,205893,Tier-2,Lucknow,Diploma,2,Defence,"radar, embedded","Laboriosam a quaerat facere autem nemo perferendis. Saepe nobis cupiditate eum voluptas. Saepe ut voluptatum laboriosam quo quo repellat. Skills: radar, embedded Projects: At voluptatem quod architecto illo."
708c5348,Ekaraj Raval,19,General,666597,Tier-3,Varanasi,10th,2,IT & Software,"python, sql, aws, ml","Quisquam hic ratione blanditiis ab. Consequuntur reiciendis consectetur placeat nostrum. Skills: python, sql, aws, ml Projects: Esse nostrum illo facilis repudiandae necessitatibus."
5013c8aa,Meera Mishra,26,General,263103,Tier-1,Mumbai,Graduation,1,Agriculture,"soil, sustainability, foodtech","Repellendus vitae officiis enim consequatur. Fugit aliquid molestiae adipisci asperiores debitis minus. Skills: soil, sustainability, foodtech Projects: Tempore ullam cum ab ad."
d2a43f25,Isha Koshy,26,SC,388641,Tier-2,Bhubaneswar,Graduation,0,Manufacturing,"automation, cad, safety","Ad odio id incidunt in aliquam. Nobis soluta deleniti quos. Consequatur error veniam tempora commodi et. Skills: automation, cad, safety Projects: Eveniet porro possimus corporis incidunt impedit sapiente."
7af9d8e1,Rudra Khurana,25,General,1195307,Tier-3,Varanasi,Graduation,0,Banking & Finance,"sql, risk, excel, finance","Repudiandae ipsa sapiente est culpa. Mollitia ducimus eum hic. Skills: sql, risk, excel, finance Projects: Assumenda sit quaerat velit sunt sapiente."
5d2f0e3d,Oeshi Manda,24,General,421650,Tier-1,Kolkata,Diploma,2,Education,"teaching, research","Distinctio modi aperiam. Suscipit pariatur odit fuga consequuntur ducimus voluptatum. Skills: teaching, research Projects: Praesentium tempore eligendi quibusdam consectetur omnis."
c2621a4a,Nisha Sha,25,OBC,1477626,Tier-3,Ranchi,Graduation,0,Healthcare,"nursing, public health, clinical, bio","Ea perferendis asperiores nobis reprehenderit maiores. Provident magni nobis tempora. Skills: nursing, public health, clinical, bio Projects: Repudiandae voluptatem excepturi repellendus ea."
b70f9bf6,Jeremiah Walia,20,General,54721,Tier-2,Jaipur,Post-Graduation,1,Education,"content, teaching, nlp","Libero voluptatibus assumenda. Quos voluptatum eligendi quae recusandae. Doloribus quisquam quo iure. Skills: content, teaching, nlp Projects: Nulla magnam quasi accusantium praesentium."
237868ea,Charles Pal,23,OBC,1473435,Tier-1,Mumbai,10th,0,Manufacturing,"robotics, automation, cad, safety","In expedita consectetur illo ad. Officia autem numquam quos expedita nihil dolor ipsam. Dolores a blanditiis modi fugiat dolorem. Skills: robotics, automation, cad, safety Projects: Quos earum rerum consectetur accusamus eum perferendis aperiam."
